"","name_text","id","more_info","desc","emails","category","logo","fb"
"372","Husky Cycling ","grpl_c42e41f596f46d6cc7f43716efa6adb1","?mode=form&id=c42e41f596f46d6cc7f43716efa6adb1&tab=profile","The Husky Cycling Club strives to provide opportunities in all cycling disciplines, as well as at all skill levels, to UW students, staff, and faculty. In addition to fielding regional and national championship teams in road, cyclocross, mountain bike, and track, Husky Cycling maintains a vibrant recreational riding scene year-round.","cycling@uw.edu","SPORTS","https://uws-community.symplicity.com/files/533/5338975d2adb398399e312c733cc2fb9.png","https://www.facebook.com/HuskyCycling"
"373","Husky Data Science","grpl_73830b7bf81ff1fdd331d919035c80b8","?mode=form&id=73830b7bf81ff1fdd331d919035c80b8&tab=profile","To use data science techniques and strategies in order to be able to help non-profits analyze their data. Students will work together to help these companies as well as improve their data science abilities, leading to professional development in the field.","huskyds@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/ffb/ffbeeaf61a483e83c3db56ea4c151975.jpg","https://www.facebook.com/groups/1889939631284447/"
"374","Husky Flying Club","grpl_c9a75eaa4d12985ad753e3d65dc16270","?mode=form&id=c9a75eaa4d12985ad753e3d65dc16270&tab=profile","To promote and assist future military and civilian pilots through education and experience. ","huskyfly@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/6c1/6c10e56975d3b01501495256ded95155.gif","https://www.facebook.com/groups/431432507215961/"
"375","Husky Friends","grpl_47b2b73797011aa37f52434532945d98","?mode=form&id=47b2b73797011aa37f52434532945d98&tab=profile","Provide a fun and safe environment to create an opportunity for UW students to find new friends, to connect them with UW faculty and other clubs of interest.","hfriends@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/6d7/6d7d34b1d36913c1a113011ebcdbaa71.png","https://www.facebook.com/Husky-Friends-114936746006853/?notif_id=1520313475900273&notif_t=page_invite&ref=notif"
"376","Husky Gamer Nation","grpl_f05a3739a68b534601785e3e6b227ff6","?mode=form&id=f05a3739a68b534601785e3e6b227ff6&tab=profile","HGN provides a general gaming community for the University of Washington in Seattle. We have weekly, unique events in which we celebrate the gamer in whatever capacity and background they come in. This includes board games, card games, console games, and PC games. We invite all gamers to come play their favorite games, meet like-minded individuals, share their gaming tales, and develop unique gaming experiences with us. There is nobody else like us that do the things we do!","hgn@uw.edu","GAMING / ESPORTS","https://uws-community.symplicity.com/files/cda/cdab9c7433da4154ef7e6100523788f7.jpg","https://www.facebook.com/groups/HuskyGamerNation/"
"377","Husky Global Affairs","grpl_0ae4ff3a3143f0276896cc0bbb6cb21d","?mode=form&id=0ae4ff3a3143f0276896cc0bbb6cb21d&tab=profile","Workshop research papers and analytical skills to prepare our members for careers as global leaders in whichever field they are interested in.","amruw@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/6d9/6d9f28eb7e6bcc2a203c9e2673a86db5.png","Husky Global Affairs"
"378","Husky Health Bridge","grpl_c1d18b30f5bfc5ab66e6bbed76ced771","?mode=form&id=c1d18b30f5bfc5ab66e6bbed76ced771&tab=profile","The mission of Husky Health Bridge is to provide the poor and underserved with access to comprehensive healthcare through interprofessional relief efforts, education, and advocacy in Washington state. ","hhbridge@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/e5e/e5e479acd9fde0689c04ee2dc10a2c6f.png",NA
"379","Husky Help Organization","grpl_cf93a9059ecda4b01830ea54bc3bf4fa","?mode=form&id=cf93a9059ecda4b01830ea54bc3bf4fa&tab=profile","We have two main purposes: 1.Helping new huskies know our campus by giving them some advice from Juniors and Seniors. 2.Helping international students connect with local multi-cultural companies.","huskyh@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/981/98127f64c73faae7533cbcffc20b63fb.png",NA
"380","Husky Hydrofoil Team","grpl_253124243183271fc9c14d8c77ff788a","?mode=form&id=253124243183271fc9c14d8c77ff788a&tab=profile","The goal of HHT is to build a successful, working hydrofoiling watercraft and share ideas and enthusiasm for hydrofoiling watercraft. ",NA,"ENGINEERING","https://uws-community.symplicity.com/files/852/85242d362794ad2bc4a155f9a7123d5f.png",NA
"381","Husky Jamskate","grpl_508d2c356ac54fbbf3d2e1c712b8db34","?mode=form&id=508d2c356ac54fbbf3d2e1c712b8db34&tab=profile","Our goal is to gather a community of roller skaters at the University of Washington that all share a common interest in roller skating and want to improve and/or have fun skating.","huskyjam@uw.edu","SPORTS","https://uws-community.symplicity.com/files/c9d/c9d34fa9fb846a4c10e65def44e4adf6.png",NA
"382","Husky Paintball","grpl_557450eb982beb8ad1b46c4ce17873db","?mode=form&id=557450eb982beb8ad1b46c4ce17873db&tab=profile","Husky Paintball's main focus is to revive the old Husky Paintball Club and continue to grow the sport of paintball in the Pacific Northwest. We will focus on having a general club division and a competitive tournament division. Since paintball is slowly growing, we, as an RSO, want to allow students of the University of Washington to participate in the sport and try something new and exciting. Paintball is the ideal sport for building strong relationships and sense of community and team work among those who play it, so it will have a beneficial impact on and off the field, especially back on campus. Students will find a strong community in this team-oriented sport. Paintball is a safe sport that combines strength, speed, agility, and intelligence, resulting in a complex sport that is fun for everyone. Overall, paintball is unlike any other sport. The intensity and originality of paintball will add to the diversity of RSO sports offered at the University of Washington and students will find it to be worth the while.",NA,"SPORTS","https://uws-community.symplicity.com/files/d5c/d5c2c580b000eb1b7d3bc5759f99058f.png","https://www.facebook.com/groups/1543325735739900/"
"383","Husky Robotics Team","grpl_1309d614a5bbe2161b1fbd3cfcbd8963","?mode=form&id=1309d614a5bbe2161b1fbd3cfcbd8963&tab=profile","Husky Robotics competes in the University Rover Challenge held by The Mars Society. Each year we design and manufacture a Mars rover for the competition which calls for terrain traversal, soil sampling and analysis for signs of life, and equipment servicing. Our team is organized into subsystems that specialize on engineering different aspects of the Mars rover. These subsystems are: Chassis, Arm, Science, Electronics, and Software.","uwrobots@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/dfd/dfd469c141cbe2a8a22ae0a33493b306.png","https://www.facebook.com/DUBotics"
"384","Husky Roof","grpl_01d7cf8736ad9dbbf21a7314df19beea","?mode=form&id=01d7cf8736ad9dbbf21a7314df19beea&tab=profile","  An RSO focused on alleviating hunger and homelessness within our community. We believe food and shelter are basic needs and rights which all humans deserve. Our goal is to raise awareness about hunger and homelessness in Seattle through public education, donating money and goods to local shelters, and volunteering. ",NA,"SPECIAL INTEREST","https://uws-community.symplicity.com/files/6f6/6f6ae0b76ea981e5194106be6dbbe3f8.png","https://www.facebook.com/huskyroof"
"385","Husky Running Club","grpl_83a2371ab1e7df7a85d1fec2ad29a8e6","?mode=form&id=83a2371ab1e7df7a85d1fec2ad29a8e6&tab=profile","We are dedicated to helping runners improve their running abilities and to provide a fun and encouraging atmosphere for all that participate.","uwrunner@uw.edu","SPORTS","https://uws-community.symplicity.com/files/ce4/ce40c589dc3a781b977ee7760f30675c.jpg","https://www.facebook.com/uwhuskyrunningclub"
"386","Husky Satellite Lab","grpl_4580e47577625b434dc2d744d61a5ab0","?mode=form&id=4580e47577625b434dc2d744d61a5ab0&tab=profile","Our mission is to foster interdisciplinary student participation in space systems research, to inspire and train future space scientists and engineers, and to advance spacecraft capabilities at the University of Washington.","cubesat@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/d14/d146459f50477842400272f0ff16f372.jpg","https://www.facebook.com/UWCubeSat?fref=ts"
"387","Husky Ski Team","grpl_7916dfbd9e8357e3c791ea95603a0379","?mode=form&id=7916dfbd9e8357e3c791ea95603a0379&tab=profile","Our organization is for students who want to ski with friends and improve.  We ski race competitively against other colleges in the northwest (no racing experience required).","skiteam@uw.edu","SPORTS","https://uws-community.symplicity.com/files/af5/af5e3631dfaff45c3b94dff5f1dcaed0.jpg","https://www.facebook.com/UWhuskyskiteam/"
"388","Husky Smiles","grpl_b0be290d78ab8d5ab45e2052668f8bec","?mode=form&id=b0be290d78ab8d5ab45e2052668f8bec&tab=profile","To provide dental education, screenings, and fluoride varnish to underprivileged children in the Seattle area.","hsmile@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/889/889a36fa3492aa948847e94ad4a1a5e8.png",NA
"389","Husky Social Innovation","grpl_08d4948b1185bddf013b231661999952","?mode=form&id=08d4948b1185bddf013b231661999952&tab=profile","Husky Social Innovation connects students to resources, events, and professionals that maximize the growth of their social innovation skills. HSI is focused on the study and application of social innovation and social business methods. HSI completes these aims through multi-disciplinary collaborative projects, events, and panels on social innovation, design thinking, and case competitions.  ","huskysi@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/9b1/9b1dbaa7ee49dcc8fbf20fbf84a0ab46.png","https://www.facebook.com/groups/162699964373682/?source=create_flow"
"390","Husky Table Tennis Club","grpl_2f753db48e0a664fca6b11bec5690377","?mode=form&id=2f753db48e0a664fca6b11bec5690377&tab=profile","Promote table tennis and a healthy lifestyle at the University of Washington. Learn new table tennis techniques, practice with each other, and participate in tournaments within the clubs. Discover talented players and compete at a national level. Lastly, HTTC wants others to socialize and create relationships in a fun environment.","uwttc@uw.edu","SPORTS","https://uws-community.symplicity.com/files/782/782e7210aefa4fc957a990e91a8afad6.jpg","https://www.facebook.com/groups/905310902883752/"
"391","Husky Taekwondo Club","grpl_b31bddc546e7f01e9d501a544b8710f2","?mode=form&id=b31bddc546e7f01e9d501a544b8710f2&tab=profile","It shall be the purpose of this organization to promote the martial art of Taekwondo.","tkdclub@uw.edu","SPORTS","https://uws-community.symplicity.com/files/2cb/2cbc2411b347bf9a7e6fa0fb1de88e0a.jpg",NA
"392","Husky Tech","grpl_1fe30f489d5434f2669a1d74f89120d5","?mode=form&id=1fe30f489d5434f2669a1d74f89120d5&tab=profile","The purpose of this organization to accelerate the career of students passionate in any tech field. Events and informal or formal information sessions should be held to serve the purpose of this organization.","htech@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/7a8/7a8c7b8935c17cb54e0ce4b67d34a408.jpg",NA
"393","Husky Tennis Club","grpl_b6027d40b8dd3d2fcd1b80d519d51afe","?mode=form&id=b6027d40b8dd3d2fcd1b80d519d51afe&tab=profile","To promote the growth of recreational and competitive tennis among all peoples of all skill levels and abilities at the University of Washington.","tennis@uw.edu","SPORTS","https://uws-community.symplicity.com/files/2c1/2c11a7c8e0e70db526ddc80186ececd1.jpg",NA
"394","Husky Triathlon Club","grpl_10879df3b6f4c607674b5470880f15d9","?mode=form&id=10879df3b6f4c607674b5470880f15d9&tab=profile","The Husky Triathlon Club serves University of Washington affiliated multisport athletes of all ages and abilities, enabling them to achieve their athletic goals in a stimulating, supportive and sociable environment.","huskytri@uw.edu","SPORTS","https://uws-community.symplicity.com/files/4f8/4f8d1197584b9db4710b90de1d1eb40f.png","Husky Triathlon Club"
"395","Husky Veterans at the University of Washington","grpl_a3c739f222a89013e0e42413b24fadd0","?mode=form&id=a3c739f222a89013e0e42413b24fadd0&tab=profile","The Mission of Husky Veterans at the University of Washington shall be to foster unity, pride, and community within its members and surrounding community through educational, cultural and social advancement.","humv@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/ef4/ef4e4f84be732cbc7839c49e8bcbd547.jpg","https://www.facebook.com/groups/UWHuskyVeteransSVA/"
"396","Husky Winter Sports","grpl_3a251b8a02249bdaa40d7ee79f02f814","?mode=form&id=3a251b8a02249bdaa40d7ee79f02f814&tab=profile","Provide fun, safe, high quality, and affordable mountain experiences to children and adults of all ability levels and to foster friendships of like-minded winter sports enthusiasts.","huskyws@uw.edu","RECREATION","https://uws-community.symplicity.com/files/d22/d22d3e7d5e2b9df04d1f52abbe786596.png","https://www.facebook.com/huskywintersports?fref=ts"
"397","Husky Wrestling Club","grpl_a3bd46da54cdff2c0d70e7b2d6d014b0","?mode=form&id=a3bd46da54cdff2c0d70e7b2d6d014b0&tab=profile","The purpose of Husky Wrestling Club is to give University of Washington students the opportunity to participate and compete in the sport of wrestling.","huskywc@uw.edu","SPORTS","https://uws-community.symplicity.com/files/aac/aacbab95bfe03f300e349b4b2bff9c84.png","@huskywrestlingclub"
"398","Husky Wushu Team","grpl_d8bb1b0c7241a340de07b3e2a256e8fe","?mode=form&id=d8bb1b0c7241a340de07b3e2a256e8fe&tab=profile","To practice and promote the Chinese martial art of wushu. We encourage both beginner and advanced students to join the team, practice, compete, and participate in performances. ","uwwushu@uw.edu","SPORTS","https://uws-community.symplicity.com/files/57c/57cf6d357e0ae4be553ba86d633ab1d4.jpg","https://www.facebook.com/huskywushu/"
"399","HuskyADAPT","grpl_e5577261c6ce44226894ead63de89052","?mode=form&id=e5577261c6ce44226894ead63de89052&tab=profile","Foster an inclusive, sustainable, and multidisciplinary community supporting accessible design and play technology through education, outreach, and research.","hskyadpt@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/7e6/7e66a4193d1ce7ffc2be97793c13d7bd.png",NA
"400","Hyperloop","grpl_91d2af7ef493dbda96cbd0cb04485c2c","?mode=form&id=91d2af7ef493dbda96cbd0cb04485c2c&tab=profile","The UW's Hyperloop team designs and builds a Hyperloop pod prototype as part of the SpaceX-sponsored Hyperloop Competition. As part of the competition, the team goes down to SpaceX Headquarters, where the pod is tested extensively and races against other hyperloop pods from around the globe. We strive to improve the emerging technology, while also maintaining our goal of creating an economically viable solution to the transportation problems of today.","hyprloop@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/a88/a88c901c62f3aaa144ae2e054b942218.jpg","https://www.facebook.com/hyperloopuw/"
"401","IAC Mishelanu, UW Chapter","grpl_57ab8c6037a46b2e190e63954b10d300","?mode=form&id=57ab8c6037a46b2e190e63954b10d300&tab=profile","To provide a supportive environment for all students who identify as American and Israeli.","iacmuw@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/221/221c136bfa792ba96db887bb7a2754b5.jpg","https://www.facebook.com/IACMishelanu/"
"402","iGEM at UW","grpl_23c5e3f2f4cf0a7ebc47c0d95667d919","?mode=form&id=23c5e3f2f4cf0a7ebc47c0d95667d919&tab=profile","To organize a team of undergraduates to compete in the International Genetically Engineered Machines competition.  We have competed in this competition since 2008 and have won the world championship in 2011.","uwigem@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/bbd/bbd23be2324b3d4dcd7bc5c8ece9b08d.jpg","https://www.facebook.com/UWiGEMTeam/"
"403","IGNITE at the University of Washington","grpl_9891569511f4a6179dab37caa661ce31","?mode=form&id=9891569511f4a6179dab37caa661ce31&tab=profile","IGNITE at UW seeks to build the next generation of women leaders by increasing the political ambition, civic engagement, and leadership skills of its members.","ignite@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/cc1/cc10de4fbca6ded8d5a3b20c0162b9f8.png",NA
"404","Impact++","grpl_d401649a0663cf0d1c5c321c9be73d76","?mode=form&id=d401649a0663cf0d1c5c321c9be73d76&tab=profile","To connect UW students with projects for non-profit organizations",NA,"POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/5a2/5a21a78171e17b55f73179887f0d1add.jpg",NA
"405","Improvised Music Project","grpl_7c02b2816fe34d6143a043622b82f875","?mode=form&id=7c02b2816fe34d6143a043622b82f875&tab=profile","To organize and unify efforts of the UW improvised music community in order to expand our musical output to the public at large.","impmusic@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/684/684bdf86b583b0eae032a1f671bf0150.png","https://www.facebook.com/improvisedmusicproject/"
"406","Incarcerated Mothers Advocacy Project","grpl_dd8917d3cc22747d3980507c581b6f3c","?mode=form&id=dd8917d3cc22747d3980507c581b6f3c&tab=profile","The Incarcerated Mothers Advocacy Project (IMAP) is a coalition of law students, lawyers, and anti-racist organizers that provide resources and support that heal the relationships harmed by incarceration. We envision a world where families can be together & thrive, free from the prison industrial complex.
We seek to change the rights afforded incarcerated and formerly incarcerated parents in the State of Washington. We currently provide legal education and information to help prevent the separation of incarcerated and formerly incarcerated parents from their children. We believe that the incarceration of womxn, and further, the separation of incarcerated parents from their children due to incarceration, is a form of violence and reproductive oppression. We envision a day in which womxn of every color, ability, class and sexual orientation are able to help shape the policies that affect them and their families.  In such a world, the rights of incarcerated and formerly incarcerated womxn as persons and parents would not only be respected but also supported.","imapuw@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/222/2228f86787c5fd079002f562d979d80f.jpg",NA
"407","Index of Seattle life","grpl_a9c84e0c4c8605a105ac13f9cee93a39","?mode=form&id=a9c84e0c4c8605a105ac13f9cee93a39&tab=profile","  This organization is founded to address foreign students’ difficulty encountering American society and life style.
  This organization shall produce reading materials that suggest tips for various aspects of introducing American life styles: foods, healthcare and traveling etc. Furthermore, this organization is founded because the founder has noticed many of the students do not have a proper knowledge of facing unexpected events, such as car crash, tsunami, earthquakes, and terrorist attacks. 
The purpose of this organization is to 
1.	Promote students’ awareness to their own health condition, give advises in cases of facing extreme conditions. 
2.	Help students improving with their life qualities.","indexsea@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/32a/32a3ef4e380e679fd13fc2ee286267e3.png",NA
"408","Indian Student Association","grpl_68872a91977dee3a1c2db9b5fb460085","?mode=form&id=68872a91977dee3a1c2db9b5fb460085&tab=profile","The Indian Student Association (ISA) is a student organization at the University of Washington dedicated to celebrating and raising awareness about Indian culture on campus and in the greater Seattle area.","uwisa@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/172/1728b21fb14adc8066e1ae7bff63d153.png","https://www.facebook.com/uwindians/"
"409","Industrial Designers Society of America UW Chapter","grpl_5474508fc0b0d85960dfb627995dd084","?mode=form&id=5474508fc0b0d85960dfb627995dd084&tab=profile","It shall be the purpose of this organization to connect students with the professional industrial design community, host supplementary education events, and promote design education.","uwidsa@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/0fb/0fbdba3c2724c12b34b22299b53f39d4.jpg",NA
"410","Informatics Undergraduate Association","grpl_be844d896a46e73e584a8039fb1121c1","?mode=form&id=be844d896a46e73e584a8039fb1121c1&tab=profile","The Informatics Undergraduate Association was founded by Informatics majors for Informatics majors. It is our objective to serve the needs and interests of those in our major, but also those interested in applying to the undergraduate degree program as well.","iuga@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/0b0/0b09933bd4ec3e6bfeb3e522c091f480.jpg",NA
"411","Innovation Association","grpl_f417000018329a45c9a8c0d7cda5a2f2","?mode=form&id=f417000018329a45c9a8c0d7cda5a2f2&tab=profile","We are a group of people interested in making a difference in this world.  In this association, we will have friends from different backgrounds to discuss new tech and its possible application. All these ideas will gather a team of engineers, designers, and managers to make them into reality. Hope to see wonderful products and star-ups coming out of our association.","iauw@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/d6a/d6a7fc87c9af0da196d58b4aee771918.png",NA
"412","Inspiring Health Students Across The Nation","grpl_71bacc151b54720d900530cfee8b7b00","?mode=form&id=71bacc151b54720d900530cfee8b7b00&tab=profile","Providing public health education for students at the University of Washington.","ihsanuw@uw.edu","HEALTH SCIENCES","https://uws-community.symplicity.com/files/a58/a5889e1d26a7a451257f569261fec8a4.jpg","https://www.facebook.com/ihsan.uw?fref=ts"
"413","Institute for Healthcare Improvement Open School UW Chapter","grpl_7cc7f07e9376868637bc49f8adce773d","?mode=form&id=7cc7f07e9376868637bc49f8adce773d&tab=profile","The UW IHI Open School chapter is an interprofessional student organization that provides opportunities for health sciences students to collaborate and learn about quality improvement in healthcare.","ihi@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/730/7304bcc00fdfb7abec38d228d1d17021.png",NA
"414","Institute of Electrical and Electronics Engineers","grpl_59690b0e1f5834267ab4ea29337b5089","?mode=form&id=59690b0e1f5834267ab4ea29337b5089&tab=profile","To promote camaraderie between students within the electrical engineering department of the UW; and provide a means for students to interact with industry.","hknieee@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/48b/48b351b21551fec267e075c8eb65c5fb.jpg","www.facebook.com/uwhknieee"
"415","Institute of Industrial and Systems Engineers","grpl_153d845f19c5a7b83d6c10c52e935c73","?mode=form&id=153d845f19c5a7b83d6c10c52e935c73&tab=profile","To encourage and assist education and research in the art and science of Industrial Engineering. In addition we strive to increase interaction between students, faculty, and industry.","iise@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/50e/50efee90e4dda4524d26d9c3a162f4d4.png","https://www.facebook.com/groups/iseuw/"
"416","Institute of Nuclear Materials Management, University of Washington Chapter","grpl_bc6f5105337a5a8b284396a73cb63efc","?mode=form&id=bc6f5105337a5a8b284396a73cb63efc&tab=profile","INMM@UW is a student chapter of the premier international professional organization which supports the goals of nuclear nonproliferation and safe nuclear energy for all mankind. Our organization promotes awareness and best practices in the diverse field of nuclear materials management by raising student awareness of pertinent issues.  We connect students and industry professionals through monthly speakers, field trips, and conference attendance. Students in STEM disciplines, foreign policy, public policy, public health, business administration, foreign languages, and military science are encouraged to join.","inmm@uw.edu","SCIENCES","https://uws-community.symplicity.com/files/ce6/ce637ab7c12f847881f973f70dd3a757.jpg","https://www.facebook.com/inmmuw?fref=nf"
"417","Institute of Transportation Engineers at University of Washington","grpl_ecdc644cba32493c06918f696719e1f1","?mode=form&id=ecdc644cba32493c06918f696719e1f1&tab=profile","The ITE Student Chapter at the University of Washington is created to promote the education and professional development of students interested in transportation engineering and planning.","starrett@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/ec3/ec36a2c1df7c6325229d20076e8680de.png","https://www.facebook.com/uwinstituteoftransportationengineers/"
"418","Interaction Design Association at UW","grpl_e69562220143822d0fae739ac83c1764","?mode=form&id=e69562220143822d0fae739ac83c1764&tab=profile","Our mission at the IxDA UW is to enrich the UW Design community by inspiring thought, promoting dialogue across disciplines, interfacing with the professional community, and having fun.
More importantly, we are passionate about design. We believe that, as designers, we are in a unique position to change the world for the better.","idauw@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/134/134d1dee1f3fc125204db7a9751380f5.png","https://www.facebook.com/groups/131864356864783/"
"419","Intercollegiate Horse Show Association Equestrian Team at the UW","grpl_297703e920669805969be7f280dfa71c","?mode=form&id=297703e920669805969be7f280dfa71c&tab=profile","To teach horsemanship to interested student or faculty member and to provide an opportunity for undergraduates to compete in intercollegiate competitions.","ihsa@uw.edu","SPORTS","https://uws-community.symplicity.com/files/bc6/bc6a49f1ded09a4670f81f4983b1be7e.jpg","https://www.facebook.com/ihsa.uw/"
"420","InterCP","grpl_ccd7327cefdcef888f657ea8a7119d24","?mode=form&id=ccd7327cefdcef888f657ea8a7119d24&tab=profile","This UW RSO is an extension of the INTERCP college branch (a non-denominational, overseas mission organization) whose vision is for the evangelization of unreached people groups living in the 10/40 Window of the Eurasian continent.","intercp@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/e71/e7169d9a9a38e665c8b409fa6daf0574.jpg",NA
"421","Interested Men of Lambda Theta Phi Latin Fraternity Inc","grpl_9103f15086fcf9a98714c2b0c966b805","?mode=form&id=9103f15086fcf9a98714c2b0c966b805&tab=profile","It shall be the purpose of the Interested Men of Lambda Theta Phi, Latin Fraternity, Inc. to work together as a unit in order to foster bonds, promote cultural diversity, uplift the local community, and become involved in the campus community.  This organization will allow the men to get to know each other and become familiarized with the Fraternity – Lambda Theta Phi, Latin Fraternity, Incorporated.","lambda2017@uw.edu","FRATERNITIES & SORORITIES - UGC","https://uws-community.symplicity.com/files/4f3/4f3af6cc0f5d0ebb5286280fa2a1b88e.png",NA
"422","Interfaith Board UW","grpl_d45802a05497e9cab778affad3ce7043","?mode=form&id=d45802a05497e9cab778affad3ce7043&tab=profile","Coordinate interfaith activities and service projects among religious RSOs at UW.","ibuw@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/235/2357d87d474d5f912eafee0d5601d394.png","https://www.facebook.com/uwinterfaithboard/"
"423","Interfraternity Council at the University of Washington","grpl_608e3ee00ccf44cbf3f09634af8aac12","?mode=form&id=608e3ee00ccf44cbf3f09634af8aac12&tab=profile","Governing body of fraternities at the University of Washington.","ifc@uw.edu","FRATERNITIES & SORORITIES - IFC / PH","https://uws-community.symplicity.com/files/8e4/8e49591ccdcd1afd4c2eab46e3262ed0.jpg","https://www.facebook.com/UWInterFraternityCouncil/?fref=ts"
"424","International City/County Management Association at the University of Washington","grpl_cd88dbde901c314a29da91300c4ec49e","?mode=form&id=cd88dbde901c314a29da91300c4ec49e&tab=profile","The purpose of this organization shall be to:
i.	Introduce and integrate students to the local government management profession. 
ii.	Familiarize students with ICMA, the premier local government management association, its’ members, resources, and policies.
iii.	Establish connections between local government management theories, practices, and applications through tangible and actual examples.","uwicma@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/a8c/a8c272ede472e0971ccaafb20e5036ba.png","https://www.facebook.com/UWICMA/"
"425","International Forestry Students' Association - UW Chapter","grpl_850c6e627e41407900d6c180988f428d","?mode=form&id=850c6e627e41407900d6c180988f428d&tab=profile","To support global cooperation amongst forestry and natural resource management students to broaden knowledge and understanding for the realization of a sustainable future for our forests.","ifsa@uw.edu","ENVIRONMENTAL","https://uws-community.symplicity.com/files/be6/be638007001202be0108cb96d8725965.gif","https://www.facebook.com/groups/348664011963723/?fref=nf"
"426","International Justice Mission ","grpl_955b3543d3ea27b407be3c3f149904a9","?mode=form&id=955b3543d3ea27b407be3c3f149904a9&tab=profile","Partnering with International Justice Mission, a global organization that protects the poor from violence throughout the developing world.
IJM's mission is to protect the poor from violence by rescuing victims, bringing the criminals to justice, restoring survivors to safety and strength, and helping local law enforcement build a safe future that lasts.",NA,"POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/6f7/6f7abd7790208f8caf29f8f4960f98eb.jpg","International Justice Mission"
"427","International Law Society","grpl_9fea3071adaf3b8a4fd9c79c16bd418d","?mode=form&id=9fea3071adaf3b8a4fd9c79c16bd418d&tab=profile","Bring together students who are interested in the practice of international law from both business and public interest perspectives.","ilsuw@uw.edu","LAW","https://uws-community.symplicity.com/files/09f/09ffe5e47ae3a3bf214df94231d93cc1.jpg",NA
"428","International Pharmaceutical Students' Federation","grpl_4cf87475fee2407b26a6ae5fd79c40b1","?mode=form&id=4cf87475fee2407b26a6ae5fd79c40b1&tab=profile","IPSF is the leading international advocacy organization for pharmacy students with the aim to promote improved public health through the provision of information, education, and networking opportunities as well as a range of publications and professional initiatives.","ipsf@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/d29/d29abe41279b70fce7bee99b79c02974.jpg",NA
"429","International Socialist Organization - University of Washington","grpl_fd57d93529b89db3bc1796078aad2dc6","?mode=form&id=fd57d93529b89db3bc1796078aad2dc6&tab=profile","War, Poverty, exploitation, oppression, and worldwide environmental destruction are products of the capitalist system, a system in which a minority ruling class profits from the labor of the majority.  We choose socialism, a society based on workers collectively owning and controlling the wealth their labor creates.  
We stand in the Marxist tradition, founded by Karl Marx and Frederick Engels, and continued by other revolutionary theorists such as V.I. Lenin, Rosa Luxemburg, and Leon Trotsky.","isouw@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/aa2/aa24ead95e1a64bf1e0aaa36282bcf8d.png","http://www.facebook.com/isouw"
"430","International Student Mentorship Program","grpl_1c65b5f30899094d0214b8e53b86ac18","?mode=form&id=1c65b5f30899094d0214b8e53b86ac18&tab=profile","To provide an environment that supports international students
To support new international undergraduate students to explore the campus
To provide leadership and mentorship skills and opportunities to upperclassmen
To serve as a mentorship program where international students can help each other in different aspects
To advocate for international students","intlsmnt@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/925/9254ac9256bca51d401015bb24549c62.jpg","https://www.facebook.com/ismp.globalcommunity/"
