"","name_text","desc_text","emails","category","logo"
"452","Kinnear Husky Battalion Cadet Activities Council ","To provide financial assistance and moral support to the Army Reserve Officer’s Training Corps (AROTC) program and its directors, and to the school authorities, in the pursuance of their programs and objectives.","khbcac@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/b08/b082fe147607f7bde1c0858dce5ed2f9.jpg"
"453","Kinspire UW","The purpose of this RSO is to run fundraisers and initiate programs which will aid orphaned children in India with their educational pursuits.","kinspire@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/543/543f3b2784fd24e959974f7e1fb7a56b.png"
"454","Kojobs United - University of Washington Chapter","The purpose of Kojobs is to provide job information in the U.S and South Korea, to build fruitful relationship between upperclassmen and underclassmen from a variety of majors, and to continuously network with Korean professionals in Seattle Area.","kojobs@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/085/085d7eaefc9fbca2fe78697d0e75929d.jpeg"
"455","Korean Graduate Student Association","KGSA provides networking opportunities within the group or with professional organizations in Seattle area as well as allowing students to make connections with US  - Korea companies and academic institutions.","kgsa@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/861/861637bb3ad7a4d56fe6b4f83f52f070.jpg"
"456","Korean Student Association","The University of Washington Korean Student Association (KSA) provides an avenue for students with common interests to enhance their college experience through interacting in a social cultural and political environment.","ksa@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/598/598d5853182ee64bf83c1dfc1178fd05.jpg"
"457","Korean Student Union","Unite the Korean student body within the University of Washington.
Promote the Korean culture throughout the University of Washington Campus.
Give back to the community in our organization’s unique ways.","dongari@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/e41/e4156355607c28bcc41857c31f49ad6f.jpg"
"458","Korean-American Scientists and Engineers Association Seattle Young Generation","To promote research and network among students and young professionals in Seattle.","kseayg@uw.edu","SCIENCES","https://uws-community.symplicity.com/files/b72/b720001d8b9b929535ab4ccafbcb8853.jpg"
"459","Korean-English Language Exchange","The mission of the Korean-English Language Exchange is to collaboratively improve both Korean and English speaking, reading, writing, and listening through a language exchange between Korean and English speaking students.","korconvo@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/853/853cda37f12518d67f5f4412f2e3b359.png"
"460","Kung Fu and Tai Chi Club at the UW","The purpose of the Kung Fu Tai Chi club at the UW is to practice and refine our skills in Hung Gar, Kung Fu and Tai Chi.","uwkungfu@uw.edu","SPORTS","https://uws-community.symplicity.com/files/a32/a32793274b3e2de1bb58d20543df43b5.png"
"461","Kyokushin Karate Washington Club","“Kyokushin” means “Ultimate Truth.” Kyokushin Karate was born in the
determination for the pursuit of ultimate truth of mind, technique, and body. Thus, it shall be the purpose of this organization to teach Karate, in accordance with the guidelines provided by the International Karate Organization (IKO) Kyokushinkaikan, not only as a form of unarmed combat but as a way to discipline the body in order to improve the spirit.
This …","kkwa@uw.edu","SPORTS","https://uws-community.symplicity.com/files/040/040ae586cf26ee9c8e01b795ed801197.jpg"
"462","La Raza Student Commission","La Raza Commission is a student resource for economic, political, and social change. This is made by several objectives, which include networking and coordinating with local, as well as national organizations, maintaining community (in and out of the university campus) involvement, assist incoming students, sponsoring, endorsing, and planning events which focus on political and socially conscious issues which arise within the Chican@/Lati…","asuwraza@uw.edu","ASSOCIATED STUDENTS UNIVERSITY OF WASHINGTON (ASUW)","https://uws-community.symplicity.com/files/013/013c6b0f5d778e8d332311a19004891e.png"
"463","LACSA Graduate Students and Alumni Group","Give voice and space to people working on issues related to Latin America and the Caribbean","lacsaga@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/b4b/b4b6770562248e34490f0dd6a818ec68.jpg"
"464","Lambda Chi Alpha","To provide an environment focused on a well-rounded lifestyle that balances academics, intramural athletics, social life, and preparation for future career opportunities.","lcauw@uw.edu","FRATERNITIES & SORORITIES - IFC / PH","https://uws-community.symplicity.com/files/bca/bca332bbbbabf7c57f0524fdce8852c7.jpeg"
"465","Lambda Kappa Sigma Professional Pharmacy Fraternity: Chi Chapter","Lambda Kappa Sigma is a professional pharmacy fraternity with the mission to elevate women in pharmacy through leadership, sisterhood, academics, service, and with integrity.","pharmlks@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/42f/42ff2b3694fe5c8a71c54c83f9107ece.jpg"
"466","Lambda Phi Epsilon","Lambda Phi Epsilon’s vision is to become the preeminent international Asian interest fraternal organization, providing outstanding leadership, philanthropy, and advocacy in the community.","lambdas@uw.edu","FRATERNITIES & SORORITIES - UGC","https://uws-community.symplicity.com/files/8b0/8b0df6e788fad98a06ddc1ecbae74fa7.jpg"
"467","Lambda Theta Alpha Latin Sorority, Inc.","To provide a Sisterhood based on Unity, Love, and Respect. To develop leaders who will provide political/social/cultural/educational activities. Latin by tradition, not by definition.","uwlta@uw.edu","FRATERNITIES & SORORITIES - UGC","https://uws-community.symplicity.com/files/519/5196dc2d01977ffbb3ecd00594f7d836.png"
"468","Lambda Theta Phi Latin Fraternity, Inc.","The purpose of Lambda Theta Phi Latin Fraternity, Inc. is to provide the Latino college student the opportunity to be part of a family with a mission. Our mission is to cultivate a spirit of brotherhood, to value an education, to promote unity among all Latinos, to be proud of and cherish our heritage, to assert roles of leadership, to develop character, to practice chivalry, and to serve mankind. Though we are historically Latino based, …","lamdasuw@uw.edu","FRATERNITIES & SORORITIES - OTHER","https://uws-community.symplicity.com/files/cfa/cfa8548260cd434eb070a9d36c9a8c17.jpg"
"469","Langgang (The Language and Rhetoric Colloquium, UW English Graduate Students)","Our goal with the Colloquim is to forge a sense of community among students and faculty around and through scholarship in the fields of Language, Rhetoric, and Composition. We believe it is of great benefit for us to share and discuss our work, whether those discussions take place formally or informally.","langrhet@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/8b1/8b1282ef28cab2ec451069e5fad4450f.png"
"470","Lao Student Association","We, the Lao Student Association at the University of Washington are composed of free willing and self-volunteer students of the University or other students with a commonality working together towards a common goal. We strive to be a voice and representative for the UW community and unite Laotian alike across the community.  We gather here to encourage Laotian students to the UW in order to pursue higher education and to provide a resourc…","laosa@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/c02/c0281b07836d85da6a5494ea08b97d5c.png"
"471","Latin American and Caribbean Student Association","It shall be the purpose of this organization to promote student services and information within and about the major, and study abroad opportunities.","lacsa@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/83e/83ee881f13722c4fa05ed55502d3d82f.jpg"
"472","Latinx Law Students Association","The Latinx Law Students Association (“LLSA”) is dedicated to providing mentorship for youth interested in law and newly admitted law students, sponsoring outreach programs and other events aimed at educating and creating awareness of issues affecting our communities, and serving as a social support network for our members. LLSA is also committed to promoting minority and social justice issues at the law school, in the legal profession…","llaw@uw.edu","LAW","https://uws-community.symplicity.com/files/a9b/a9bfb22403246046d06db68c394e27a9.jpg"
"473","Latinx Student Union at the University of Washington","LSU looks to build a stronger sense of community amongst Latinx students on campus; increase awareness of Latinx issues; and, collaborate with other organizations.","lsuuw@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/114/114510fb2d1be08a4e967ebfd8ed3ae0.png"
"474","Latter-Day Saint Student Association","To provide religious education and social opportunities for Latter-day Saint students as well as others.","ldssa@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/d55/d5504d90c73ce3d897a6ab13f677800a.png"
"475","Law and Business Association ","The Law and Business Association seeks to educate students about opportunities in the intersection of business and law by engaging law students with practitioners, faculty, and other students across the University. LBA’s goal is to provide a forum for students to develop diverse and practical skills necessary for a successful legal career.","lbauw@uw.edu","LAW","https://uws-community.symplicity.com/files/868/86869acf38ae01e4b92a12e8a1fb2a6a.png"
"476","Law, Societies and Justice Student Advisory Council","The LSJ Advisory Council is a group of LSJ majors that works with the Program Director and Academic Advisor to help determine LSJ priorities and to help plan LSJ events.","lasjac@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/a7d/a7da3f09496549bdbc89e48ec5a8cb8a.jpg"
"477","Leaders del Futuro ","We are fostering success to create Leaders of the Future.","ldfuturo@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/f68/f68b28659e7bb989f3320d406fbaf5f1.jpg"
"478","LEADu","The purpose of LEADu is to provide a space for students to learn the necessary leadership and personal skills to thrive in a work environment/leadership role through the use of personalized curriculum and workshops.","leadu@uw.edu","LIVING GROUPS","https://uws-community.symplicity.com/files/710/7107c97ea24699b524fea8fb7e6d2000.png"
"479","League of Astronomers","The League of Astronomer is an undergraduate run organization at the University of Washington. Open to majors and non-majors alike, we strive to provide an educational and fun environment for astronomy enthusiasts. For those interested in earning a degree in astronomy, we offer tutoring, research opportunities, and a mentorship program with our graduate students to not only help undergrads with their current studies, but to prepare them f…","leagueoa@uw.edu","SCIENCES","https://uws-community.symplicity.com/files/576/57682c4bb77a0d25c2f7656674fb2c7e.png"
"480","Lean In at University of Washington","Our community empowers women to lead at every level. We are multigenerational, multicultural and dedicated to helping women succeed. As Sheryl Sandberg says, together we're better. There are many seats and the table and everyone has a part to play.","leanin@uw.edu","LIVING GROUPS","https://uws-community.symplicity.com/files/0b8/0b80a5a6fbc78e6d7f5492e0b0a76029.png"
"481","Linguistics Society at the University of Washington","We gather in order to discuss issues relevant to the department and our linguistic studies. We organize weekly colloquia, nominate visiting speakers, plan social events, and obtain funding for department activities.","lsuw@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/7b7/7b7b2f228068779cf641481394bb3d37.jpg"
"482","Living Hope On Campus","It shall be the purpose of this organization to worship God and to glorify Him by carrying out His command to “make disciples of all nations” (Matt 28:18-20). We believe that God has called us to reach those who have not made a personal commitment to Jesus Christ as their Lord and Savior. To accomplish this, Living Hope on Campus will seek to build up and equip every believer in the faith through the Word of God so that they can serve…","lhoc@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/8fa/8fa8c9d76842c405b426fa3f75a8c2e3.jpg"
"483","Mahjong Club","This organization will have its purpose, to provide Mahjong enthusiasts with a network of players to sharpen each other's skills as well as elevate their appreciation for the traditional Chinese game, as directly approved by the SAO.","mjuw@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/83d/83d2a9f133a002c459b642f4fcd344d2.png"
"484","Major League Baseball Statistical Analytics Club at UW","to bring together individuals who share a passion for baseball and the numbers and statistics behind the game.",NA,"SPORTS","https://uws-community.symplicity.com/files/6f7/6f7b60ad7a7942baa4ac3aeae4e4e293.png"
"485","Major League Programming","Build a culture and awareness for programming through hosting events and competitions.","mlpuw@uw.edu ","ENGINEERING","https://uws-community.symplicity.com/files/fcc/fcc56b00d591296f918abf06937f06c3.png"
"486","MakeIt","To learn the process of product development and tackle the fields of design, business, and engineering.  We use cross field concepts in order to apply elements of these fields to club product development projects.","makeit@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/622/6224646acad19886d6b69d191059a37e.png"
"487","Makers at the University of Washington","The purpose of this organization is to provide a space for the UW community to come together with our diverse backgrounds to ideate, share, and innovate new ideas. We will host weekly events for makers on campus to social and exchange ideas.","makers@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/e5e/e5e289e59592cf7b3ea47b07b78050c8.png"
"488","Malaysian Student Association at the University of Washington","To serve as a support group to members, promote camaraderie between fellow Malaysians at UW, and encourage cultural understanding between Malaysian students and students from other countries at UW.","malaysia@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/8ff/8ff46f993e36b733507ba13d80324611.png"
"489","Mariachi Quinto Sol de UW","To promote cultural awareness through traditional Mexican Mariachi music.","mariachi@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/3fc/3fc740ea13febfa9e96b1efa4133571f.png"
"490","Master of Health Administration Student Association","The purpose of the MHASA is to provide a forum to explore issues of importance to healthcare students and others interested in the improvement of the healthcare system.","mhasa@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/b16/b16bf502512b0b498eeefea41a7fd8c1.png"
"491","Material Advantage","To promote general interest and knowledge about the field of Materials Science and Engineering through events, competitions, and networking.","matadv@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/be7/be7d2052d8a9d760690b1bcf8a956b5e.jpg"
"492","Materials Research Society at University of Washington","The purpose of MRS@UW is to facilitate and promote interdepartmental research, professional networking events, and an annual lecture series focused on materials research.","mrssc@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/04c/04c000acda45cddc33db7d0b20a76ddb.png"
"493","Maternal and Child Health Group at UW","To provide a space for students interested in Maternal and Child Health to come together and collaborate.","uwmch@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/8e8/8e8db7608295d2a366dea04d3b3d2233.png"
"494","Math Club","The Math Club hosts events to connect people in mathematics related majors.","mathclub@uw.edu","SCIENCES","https://uws-community.symplicity.com/files/a19/a191aea62c889393a9a72d83da107269.jpg"
"495","Mathematics, Engineering, Science Achievement UW","The purpose of this organization is to form a network, have a place of our own, for professional development, and STEM outreach","mesaatuw@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/53e/53ed7666532fb3b8aa6c1fe4aee40631.jpg"
"496","Meany Center Student Engagement Team (SET)","The Student Engagement Team (SET) serves as an avenue for communication and collaboration between the Meany Center for the Performing Arts and UW students. SET members are student advocates for the Meany Center for the Performing Arts. Our mission is to engage students in the rich arts community that the Meany Center brings to the university, advise Meany Center staff on student interests and promote Meany Center resources and events. SET…","mcset@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/e29/e2989fa8eb2797432c494ede48e5b561.png"
"497","Mechanical Engineering Graduate Student Association ","To promote communication between graduate students and administration within the mechanical engineering department, advocate for graduate students of ME, and foster community within the graduate student body of ME.","megsa@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/a08/a088ebfbf63d0eea55f213f4d852ae37.png"
"498","Medical Emergency Training Association at the University of Washington","The Medical Emergency Training Association at the University of Washington (META UW) is a professional student organization partnered with the American Heart Association (AHA) founded to provide superior healthcare provider- level training to the University of Washington community and its surroundings while following full compliance with current AHA guidelines. Our goal is to train as many students, faculty, and staff members as possible …","metauw@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/080/08007aea7d4e922c59a3d161edb833dc.png"
"499","Medical Ethics Discussion for Interdisciplinary Collaboration at UW","MEDIC brings together individuals with a wide array of backgrounds to discuss past, present and hypothetical case studies and health policy issues relating to the field of bioethics.","medicuw@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/df5/df5f72308d1070de3976eb891ef193b2.jpg"
"500","Medical Explorers at the University of Washington ","To recognize and learn/observe the many aspects of healthcare related fields and promote teamwork between fellow pre-medical students. In addition, we will interact with the greater community to help and encourage those that wish to go into the heath care field and do not know how.","medexplr@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/077/0774b3084824a54e5a33b2e838d899b1.png"
"501","Medical Humanities and Narrative Medicine Interest Group","Our goal is to foster a greater understanding and appreciation for the inherent humanity of patients, providers, students, and the community at large.","mhnm@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/408/40831486082536b96062a564d9f29f6c.png"
"502","Medical Students for Choice","A medical student group that raises awareness and advocates for women's health and reproductive rights.","ms4cuw@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/c8e/c8e4a42365891338fd5ae827904395e5.png"
"503","Men's Husky Lacrosse","To provide an opportunity to participate in a competitive lacrosse environment for student athletes at the University of Washington.","huskylax@uw.edu","SPORTS","https://uws-community.symplicity.com/files/25b/25b10939283520525b589ca0d66e1b4c.jpg"
"504","Men's Soccer Club at UW","The Men's Club Soccer Team at UW aims to provide students, faculty, and staff with the opportunity to play soccer at a highly competitive collegiate club level. We aim to create an opportunity for full-time students, faculty, and staff to represent the UW and compete against other local and regional schools.","msoccer@uw.edu","SPORTS","https://uws-community.symplicity.com/files/014/0144fe3b365568df7ac7fd1d919df4a9.jpg"
"505","Men's Volleyball Club at UW","To provide a safe and competitive environment to learn and train in the sport of volleyball, while providing ample opportunities to compete in local and national competitions.","mensvb@uw.edu","SPORTS","https://uws-community.symplicity.com/files/c2d/c2df83256b6497ce09cc51c3f52de405.jpg"
"506","Men's Water Polo","To provide a men's water polo team at the UW, and to spread the camaraderie and charisma of a great sport throughout the Pacific Northwest.","dawgpolo@uw.edu","SPORTS","https://uws-community.symplicity.com/files/fda/fda698081218b7e5ed9c6091e29ddb81.jpg"
"507","Meta Club at the University of Washington","As META which means “transform” in the Greek we intend to create a community that is full of faith, focus, fun, and family. Since, society isn’t always this way, we intend to transform each other’s lives. With faith we have chosen to create open discussions where students can speak openly and freely about their values. With focus we encourage everyone to pursue their degrees, careers, and dreams. With fun we intend to inspire lead…",NA,"RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/bf9/bf99fb875bd1af5e94fb8aca02cf20eb.png"
"508","Micronesian Islands Club","The purpose of this organization is to create a community at the University of Washington for individuals who are interested in educating, learning, providing a cultural outlet, and supporting Micronesian culture.","micrones@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/a05/a05b427b32027a852b75ffbbdafb3516.jpg"
"509","Microphiles @ UW","We are a student-led, Microbiology interest group open to all majors.The activities of the group change to reflect the interests of students who participate. All microbiology majors are urged to participate at some level of involvement. The Club sponsors field trips to local biotech firms and speakers on topics such as the research activities being conducted at the University of Washington and in the Seattle area. Discussions take place o…","microph@uw.edu","SCIENCES","https://uws-community.symplicity.com/files/0b3/0b3f98ad6696ae376008314f2cb2931f.png"
"510","Minority Association of Pre-Health Students","MAPS at the University of Washington is dedicated to helping underrepresented individuals realize their potential in health care fields. Through our community service and support, we are committed to promoting and enhancing health among minorities, which enables us to educate ourselves so we can better address health concerns.","mapsuw@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/2cd/2cd1b654115ec20572d446f25a70791b.jpg"
"511","Minority Law Students Association","MLSA exists to work with law faculty and admissions to promote the state of diversity for future classes at the law school, and to enhance networking opportunities for under-represented, minority law students at UW Law.","mlsa@uw.edu","LAW","https://uws-community.symplicity.com/files/0d8/0d89f28efae9ac23284efc9b86458233.jpg"
"512","Mock Trial Club at the UW","To develop public speaking skills, critical and analytical thinking, and legal knowledge through participation in competitive Mock Trial.","uwmt@uw.edu","LAW","https://uws-community.symplicity.com/files/c90/c9008e6f039cb7ca70a40bda7e47697c.jpg"
"513","Model United Nations at the University of Washington","UW-MUN provides the resources for UW students to attend Model United Nations conferences around the world, while serving as a community and a resource for those interested in global issues. Students gain skills in writing, public speaking, debating, research and leadership.","mun@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/d03/d03b229995133faac2ec3bd178d1c657.png"
"514","Mongolian Student Association ","Share and raise awareness of Mongolian culture with UW and greater Seattle community, help the incoming and prospective students with their transition, and develop leadership skills within the members.","mongosa@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/625/625fcbcab7f1ba274fe951982e0c49ee.jpg"
"515","Montlake Consulting Group","To prepare and create the best consultants possible through trainings and engagements with Fortune 500 companies in the Seattle area.","mcgroup@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/d12/d12800e94b5011b3ef5a0b4a1d9fa8ea.jpg"
"516","Mortar Board National College Senior Honor Society, Tolo Chapter","To maintain an honor society that recognizes college seniors for excellence in the areas of scholarship, leadership and service.","mortarbd@uw.edu","HONORARY","https://uws-community.symplicity.com/files/48a/48a4ecd36b1ef4b79d19d21444527aed.png"
"517","Mountain Biking Club at the University of Washington","To establish a mountain biking community at the University of Washington, so that new students will have a resource that will help them connect and ride with other students. And to help those interested in mountain biking learn the skills required to ride safely and have fun.","mbike@uw.edu","SPORTS","https://uws-community.symplicity.com/files/a7a/a7a6e5f48902ac7b6ac5482e681c5c59.jpg"
"518","Movimiento Estudiantil Chicanx de Aztlan ","Our goal is to deconstruct all forms of oppression that face us in society. This can be attained through education or political and/or social action. Also, by the teaching and sharing of our cultural ideals and belief systems as they too contribute to deconstruction.","mecha@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/8a5/8a5ae4a46fa92316537d98c0697cd19c.jpg"
"519","MSEMolE Graduate Social Committee","Organizing the MSE and MolE graduate student bodies to develop a greater sense of community within each department and throughout the wider UW graduate population.","m2gsc@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/2ca/2cae9609702c1335f84b22eeb186c0f9.png"
"520","Muse Media","We are an RSO dedicated to providing resources and teaching skills needed to build a brand through social and online media. While we focus on the fashion industry, we hope to build and provide a strong network with other influencers to help you delve into a successful career in any field you choose to pursue.",NA,"SPECIAL INTEREST","https://uws-community.symplicity.com/files/0e6/0e61ecf70e552f85a25f54db0e9e6ccf.jpg"
"521","Muslim Students Association","We strive to build an inclusive community on campus where American Muslims can feel comfortable with their religious identity and also reach out to the campus community in hopes of addressing misconceptions and general questions regarding Islam.","msauw@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/8fc/8fca0922290ce654180a9ae82c4d6d8f.jpeg"
"522","NAMI on Campus: UW Chapter","We will spread awareness of mental health on campus.","namiuw@uw.edu","HEALTH SCIENCES","https://uws-community.symplicity.com/files/7ba/7ba7057f8678b5c02216f535046b6a90.jpg"
"523","National Association of Black Accountants","A nonprofit membership association dedicated to bridging the opportunity gap for black professionals in the accounting, finance and related business professions.","naba@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/e4a/e4ab0b05f8d4c5d1de9b481ee4a56b80.jpg"
"524","National Pan-Hellenic Council, Inc.","The purpose of the NPHC shall be to foster cooperative actions of its members in dealing with matters of mutual concern. To this end, the NPHC promotes the well-being of its affiliate fraternities and sororities, facilitates the establishment and development of local councils of the NPHC and provides leadership training for its constituents.","nphc@uw.edu","FRATERNITIES & SORORITIES - OTHER","https://uws-community.symplicity.com/files/2a4/2a497c3856732fd498b4d4f202e95395.jpg"
"525","National Society of Black Engineers","The National Society of Black Engineers (NSBE) organizations is dedicated to the academic and professional success of African-American engineering students and professionals.","uwnsbe@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/ba3/ba32efe9d78b4607612dab5431dcc718.jpg"
"526","National Student Speech Language Hearing Association UW Chapter","The National Student Speech Language Hearing Association (NSSLHA) is a pre-professional association for students interested in the study of speech and hearing sciences and communication disorders.","nsslha00@uw.edu","HEALTH SCIENCES","https://uws-community.symplicity.com/files/42e/42e7cdfe0339d7bf9c6d4b25c4b86864.png"
"527","Native American Law Students Association","The Native American Law Students Association was founded in 1970 to promote the study of Federal Indian Law, Tribal Law and traditional forms of governance, and to support Native Americans in law school. We strive to reach out to the Native community.","nalsa@uw.edu","LAW","https://uws-community.symplicity.com/files/572/5729c7e24323cac996302e12b149c61b.jpg"
"528","Native Organization of Indigenous Scholars","The Native Organization of Indigenous Scholars (NOIS) was created to bring together University of Washington graduate and professional students of Indigenous descent. Our goal is to increase awareness of our ongoing research, work, and achievement through building a supportive community in which to socialize, network, share knowledge, and disseminate information.","noisrso@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/01a/01ac878b56bf54a804900fd3c15b268b.jpg"
"529","Natya - UW Chapter","It shall be the purpose of this organization to create cultural awareness through Indian dance performances specializing in classical and South Indian folk forms.","natya@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/654/6545cc988f544d73cba59d3fc30b0143.jpg"
"530","Neos College Ministry","To provide a space for Christian college students to gather, practice their faith, and form a community with one another. We also hope to provide a space for all students to come and discuss faith and spirituality from an academic and intellectual point-of-view.","neos@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/d65/d65054a9a1340a112261ae5502741edc.png"
"531","Nepalese Student Association at the University of Washington","•	To promote culture, hospitality, and scholarship among the communities of the University of Washington who are interested to learn more about Nepal. 
•	To foster better understanding and friendship with the people of the host country and other nationals by depicting and communicating Nepalese life and culture through various social and cultural activities.
•	To extend all possible help and cooperation to all Nepalese Students of…","nepaluw@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/0df/0dfd706db01db8477b98ffc0170da0e7.jpg"
"532","Network of Doctoral Students in Nursing","To promote collaborative, supportive relationships and resource sharing opportunities among graduate (PhD, DNP, or MN) students in the University of Washington School of Nursing.","neds@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/d20/d20a96aa0465b97a69c99fe797508788.png"
"533","Neurobiology Club","We seek to promote the interest and study of neuroscience through educational and social programming.","nbioclub@uw.edu","SCIENCES","https://uws-community.symplicity.com/files/9ee/9ee642e65606289191a15a148b558ffc.png"
"534","Neuroscience Community Outreach Group (formerly known as: Neurobiology and Behavior Community Outreach)","Promote public awareness and understanding of the brain, and to engage in dialog with the local community concerning the progress and benefits of brain research.","nbout@uw.edu","SCIENCES","https://uws-community.symplicity.com/files/230/2302f1784a5bea0fa8a1e2a24f3b0fb0.jpg"
"535","NEXUS @ UW","Nexus aims to bring a cooperative society through providing various project opportunities where the members actively participate in teams, with their potentials encouraged to be pulled out to produce an innovative synthesis  – such as through business idea challenge, case competition, volunteering, and research.","nexusuw@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/717/717d73f2188be43c43c4e6ca4f55419d.jpg"
"536","Nick of Time Foundation at the University of Washington","The Nick of Time Foundation is dedicated to education schools, athletes, families and communities about Sudden Cardiac Arrest and death in young people.","notfuw@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/677/67715a8bf69e9644e73341e7ea53cb4b.png"
"537","Northwest Women","The Northwest Women is a group of ladies who share the same enthusiasm for the adventure and experiences had in the outdoors! We go on all kinds of trips in the Seattle area, participate in charitable events, and are an awesome group of chicks looking to learn and teach new skills with and to each other!","nwwomen@uw.edu","RECREATION","https://uws-community.symplicity.com/files/87a/87a6fd7fd4b287a86ab53edb510bd6bd.png"
"538","Nurses for Survivors at UW","The purpose of this club is to educate ourselves on how to best advocate for sexual assault, domestic violence, and sex trafficking survivors.  This way we can best care for this patient population as future nurses.  Our goals are to attend and hold educational events and do outreach projects within the community.",NA,"HEALTH SCIENCES","https://uws-community.symplicity.com/files/897/8970a130708724a108e10f922912f38b.png"
"539","Nurses of Color United","This organization aims to empower and provide an avenue for underrepresented students to explore or continue their pathway into the field of nursing through access to resources, peer support, and mentorship. It is our purpose to enrich a safe space for ALL future nurses to find community, share their stories, and learn from the lived experiences of others in order to build upon their cultural awareness.","nocu@uw.edu","HEALTH SCIENCES","https://uws-community.symplicity.com/files/3ec/3ec757a3bea0e19b1765c3a1c22c566e.jpg"
"540","Off Leash","Provide the University of Washington with a satirical publication that is not currently present here on campus. Satirical publications are beneficial to bringing together the campus and providing humor to lighten the rigorous study culture here at the University of Washington.","offleash@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/364/36422516d61c885ddb6ed8cc8eff49f5.jpg"
"541","Office of the CTO at UW","Office of the CTO is an organization that focuses on building student-focused software, applications, and websites.","octo@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/3fa/3fa681b2010c0fadb2dd56c82bd7c7de.png"
"542","Ohana Campus Ministry at UW","To provide a small group environment where students can be encouraged, serve, and learn about God. To foster community between Christian and non-Christian students on campus. To link UW Seattle with New Hope Int'l Church Ohana Ministry.","uwohana@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/519/519e08cd7f06f2c3dbe0af0acddac268.jpg"
